category,item,serving_size,calories,calories_from_fat,total_fat,total_fat_pct_dv,saturated_fat,saturated_fat_pct_dv,trans_fat,cholesterol,cholesterol_pct_dv,sodium,sodium_pct_dv,carbohydrates,carbohydrates_pct_dv,dietary_fiber,dietary_fiber_pct_dv,sugars,protein,vitamin_a_pct_dv,vitamin_c_pct_dv,calcium_pct_dv,iron_pct_dv,serving_weight_g,calorie_density,high_sugar_spike,protein_100g,category_encoded,item_encoded
Breakfast,Fruit & Maple Oatmeal,9.6 oz (251 g),0.14745308310991959,35,0.03389830508474576,6,1.5,8,0.0,5,2,0.044444444444444446,7,0.3941605839416058,19,5,19,32,0.05747126436781609,2,130,10,10,0.35980551053484605,1.155378486055777,Yes,1.9920318725099602,1,48
Breakfast,Fruit & Maple Oatmeal without Brown Sugar,9.6 oz (251 g),0.13136729222520108,40,0.03389830508474576,6,1.5,8,0.0,5,2,0.03194444444444444,5,0.3284671532846715,16,5,22,18,0.05747126436781609,2,130,6,10,0.35980551053484605,1.0358565737051793,No,1.9920318725099602,1,49
Beef & Pork,Big Mac,7.4 oz (211 g),0.2761394101876676,240,0.2288135593220339,42,10.0,48,1.0,85,28,0.26666666666666666,40,0.3138686131386861,16,3,13,9,0.27586206896551724,6,2,25,25,0.29497568881685576,2.5118483412322274,No,11.374407582938389,0,24
Beef & Pork,Quarter Pounder with Cheese,7.1 oz (202 g),0.2707774798927614,240,0.22033898305084745,41,12.0,61,1.5,95,31,0.3055555555555556,46,0.2700729927007299,14,3,11,10,0.3448275862068966,10,2,30,25,0.28038897893030795,2.5742574257425743,No,14.85148514851485,0,102
Beef & Pork,Quarter Pounder with Bacon & Cheese,8 oz (227 g),0.31367292225201077,260,0.2457627118644068,45,13.0,63,1.5,105,34,0.4,60,0.32116788321167883,16,3,12,12,0.42528735632183906,6,15,25,30,0.3209076175040519,2.643171806167401,No,16.299559471365637,0,100
Beef & Pork,Quarter Pounder with Bacon Habanero Ranch,8.3 oz (235 g),0.31903485254691694,280,0.2627118644067797,48,13.0,64,1.5,105,35,0.3277777777777778,49,0.3065693430656934,15,3,14,10,0.42528735632183906,8,20,25,30,0.3338735818476499,2.595744680851064,No,15.74468085106383,0,101
Beef & Pork,Quarter Pounder Deluxe,8.6 oz (244 g),0.28150134048257375,250,0.2288135593220339,42,11.0,54,1.5,85,28,0.26666666666666666,40,0.2992700729927007,15,3,13,9,0.3333333333333333,10,8,25,30,0.34846029173419774,2.2131147540983607,No,11.885245901639344,0,99
Beef & Pork,Double Quarter Pounder with Cheese,10 oz (283 g),0.39410187667560326,380,0.3644067796610169,66,19.0,96,2.5,160,53,0.35555555555555557,53,0.2773722627737226,14,3,11,10,0.5517241379310345,10,2,30,35,0.41166936790923825,2.65017667844523,No,16.96113074204947,0,44
Beef & Pork,Hamburger,3.5 oz (98 g),0.12064343163538874,70,0.06779661016949153,12,3.0,15,0.0,30,10,0.13333333333333333,20,0.20437956204379562,11,1,6,6,0.13793103448275862,2,2,10,15,0.11183144246353321,2.4489795918367347,No,12.244897959183673,0,51
Beef & Pork,Cheeseburger,4 oz (113 g),0.14745308310991959,100,0.09322033898305085,18,5.0,27,0.5,45,15,0.18888888888888888,28,0.2116788321167883,11,2,7,7,0.1724137931034483,6,2,20,15,0.13614262560777957,2.566371681415929,No,13.274336283185843,0,29
Beef & Pork,Double Cheeseburger,5.7 oz (161 g),0.2225201072386059,190,0.17796610169491525,32,10.0,52,1.0,90,30,0.28888888888888886,43,0.2262773722627737,12,2,8,7,0.27586206896551724,10,2,30,20,0.21393841166936792,2.670807453416149,No,14.906832298136646,0,43
Beef & Pork,Bacon Clubhouse Burger,9.5 oz (270 g),0.37801608579088475,360,0.3389830508474576,62,15.0,75,1.5,115,38,0.4083333333333333,61,0.3430656934306569,17,4,14,14,0.4482758620689655,8,25,30,25,0.3905996758508914,2.6666666666666665,No,14.444444444444443,0,3
Beef & Pork,McDouble,5.2 oz (147 g),0.1957104557640751,150,0.1440677966101695,26,8.0,40,1.0,75,25,0.23333333333333334,35,0.21897810218978103,11,2,7,7,0.25287356321839083,6,2,20,20,0.19124797406807129,2.5850340136054424,No,14.965986394557824,0,67
Beef & Pork,Bacon McDouble,5.7 oz (161 g),0.22788203753351208,200,0.1864406779661017,34,10.0,49,1.0,90,30,0.30833333333333335,46,0.2262773722627737,12,2,7,7,0.3103448275862069,6,10,20,20,0.21393841166936792,2.732919254658385,No,16.77018633540373,0,6
Beef & Pork,Daily Double,6.7 oz (190 g),0.2225201072386059,200,0.1864406779661017,35,9.0,44,1.0,80,27,0.2111111111111111,32,0.21897810218978103,11,2,8,7,0.25287356321839083,8,8,20,20,0.26094003241491087,2.263157894736842,No,11.578947368421053,0,42
Beef & Pork,Jalapeño Double,5.6 oz (159 g),0.2225201072386059,210,0.19491525423728814,36,9.0,44,1.0,80,27,0.2861111111111111,43,0.2262773722627737,12,2,7,6,0.25287356321839083,6,8,20,20,0.21069692058346837,2.7044025157232703,No,13.836477987421384,0,59
Beef & Pork,McRib,7.3 oz (208 g),0.26005361930294907,240,0.22033898305084745,40,10.0,48,0.0,70,23,0.2722222222222222,41,0.291970802919708,15,3,10,11,0.25287356321839083,2,2,15,20,0.2901134521880065,2.4038461538461537,No,10.576923076923077,0,76
Chicken & Fish,Premium Crispy Chicken Classic Sandwich,7.5 oz (213 g),0.26541554959785524,200,0.1864406779661017,33,3.5,18,0.0,45,16,0.275,41,0.3722627737226277,18,3,13,10,0.27586206896551724,4,6,15,20,0.29821717990275526,2.3943661971830985,No,11.267605633802818,2,82
Chicken & Fish,Premium Grilled Chicken Classic Sandwich,7 oz (200 g),0.17962466487935658,80,0.07627118644067797,13,2.0,9,0.0,65,22,0.22777777777777777,34,0.2773722627737226,14,3,13,8,0.3218390804597701,4,8,15,20,0.27714748784440846,1.75,No,14.000000000000002,2,85
Chicken & Fish,Premium Crispy Chicken Club Sandwich,8.8 oz (249 g),0.3512064343163539,300,0.2796610169491525,51,9.0,44,0.0,85,29,0.39166666666666666,59,0.3941605839416058,19,3,14,11,0.41379310344827586,8,20,30,20,0.3565640194489465,2.6907630522088355,No,14.457831325301203,2,83
Chicken & Fish,Premium Grilled Chicken Club Sandwich,8.3 oz (235 g),0.26541554959785524,180,0.1694915254237288,31,7.0,36,0.0,105,35,0.3472222222222222,52,0.291970802919708,15,3,13,9,0.45977011494252873,8,20,30,20,0.3338735818476499,2.1702127659574466,No,17.02127659574468,2,86
Chicken & Fish,Premium Crispy Chicken Ranch BLT Sandwich,8.1 oz (230 g),0.31903485254691694,250,0.23728813559322035,43,6.0,31,0.0,70,24,0.3888888888888889,58,0.3868613138686131,19,3,13,11,0.367816091954023,4,20,15,20,0.32576985413290116,2.652173913043478,No,13.91304347826087,2,84
Chicken & Fish,Premium Grilled Chicken Ranch BLT Sandwich,7.6 oz (217 g),0.23324396782841825,130,0.1271186440677966,23,4.5,22,0.0,90,30,0.3416666666666667,51,0.2846715328467153,14,3,13,9,0.41379310344827586,4,20,15,20,0.3047001620745543,2.0737327188940093,No,16.589861751152075,2,87
Chicken & Fish,Bacon Clubhouse Crispy Chicken Sandwich,10 oz (284 g),0.39410187667560326,340,0.3220338983050847,59,10.0,51,0.5,90,31,0.4777777777777778,72,0.4452554744525547,22,4,15,16,0.41379310344827586,8,25,30,15,0.413290113452188,2.640845070422535,No,12.676056338028168,2,4
Chicken & Fish,Bacon Clubhouse Grilled Chicken Sandwich,9.5 oz (270 g),0.3083109919571046,230,0.211864406779661,39,8.0,42,0.0,110,37,0.43333333333333335,65,0.3430656934306569,17,4,15,14,0.45977011494252873,8,30,30,15,0.3905996758508914,2.185185185185185,No,14.814814814814813,2,5
Chicken & Fish,Southern Style Crispy Chicken Sandwich,5.6 oz (160 g),0.2225201072386059,170,0.16101694915254236,29,3.0,15,0.0,45,14,0.25277777777777777,38,0.2846715328467153,14,2,7,7,0.24137931034482757,4,2,15,15,0.21231766612641814,2.6875,No,13.125,2,124
Chicken & Fish,McChicken,5.1 oz (143 g),0.18498659517426275,140,0.13559322033898305,25,3.0,15,0.0,35,11,0.2222222222222222,33,0.2627737226277372,13,2,7,5,0.16091954022988506,0,2,10,15,0.18476499189627227,2.5174825174825175,No,9.79020979020979,2,66
Chicken & Fish,Bacon Cheddar McChicken,6 oz (171 g),0.24932975871313673,220,0.2033898305084746,38,7.0,35,0.0,65,21,0.35,53,0.2846715328467153,14,2,8,6,0.25287356321839083,4,10,20,15,0.23014586709886545,2.807017543859649,No,12.865497076023392,2,2
Chicken & Fish,Bacon Buffalo Ranch McChicken,5.7 oz (161 g),0.2225201072386059,190,0.17796610169491525,32,5.0,25,0.0,50,17,0.35,53,0.2700729927007299,14,2,7,6,0.22988505747126436,2,10,15,15,0.21393841166936792,2.670807453416149,No,12.422360248447205,2,1
Chicken & Fish,Buffalo Ranch McChicken,5.2 oz (148 g),0.18498659517426275,150,0.13559322033898305,25,3.0,16,0.0,35,11,0.275,41,0.2627737226277372,13,2,7,5,0.16091954022988506,2,2,15,15,0.19286871961102106,2.4324324324324325,No,9.45945945945946,2,28
Chicken & Fish,Premium McWrap Chicken & Bacon (Crispy Chicken),11.1 oz (316 g),0.3297587131367293,280,0.2711864406779661,49,9.0,45,0.5,80,26,0.42777777777777776,64,0.3795620437956204,19,3,13,7,0.367816091954023,60,20,20,20,0.4651539708265803,1.9936708860759493,No,10.126582278481013,2,88
Chicken & Fish,Premium McWrap Chicken & Bacon (Grilled Chicken),10.7 oz (302 g),0.24932975871313673,170,0.16101694915254236,28,7.0,36,0.0,95,32,0.38055555555555554,57,0.2773722627737226,14,3,13,6,0.41379310344827586,60,25,20,20,0.44246353322528365,1.5894039735099337,No,11.920529801324504,2,89
Chicken & Fish,Premium McWrap Chicken & Ranch (Crispy Chicken),10.9 oz (310 g),0.31903485254691694,280,0.2627118644067797,47,8.0,40,0.5,65,21,0.37222222222222223,56,0.3795620437956204,19,3,14,8,0.3103448275862069,60,15,20,20,0.45542949756888174,1.967741935483871,No,8.709677419354838,2,90
Chicken & Fish,Premium McWrap Chicken & Ranch (Grilled Chicken),10.5 oz (297 g),0.23324396782841825,160,0.15254237288135594,27,6.0,31,0.5,80,27,0.325,49,0.2773722627737226,14,3,14,6,0.3448275862068966,60,15,15,20,0.4343598055105348,1.5151515151515151,No,10.1010101010101,2,91
Chicken & Fish,Premium McWrap Southwest Chicken (Crispy Chicken),11.1 oz (314 g),0.3512064343163539,300,0.2796610169491525,51,8.0,40,0.5,60,21,0.4111111111111111,62,0.46715328467153283,23,5,19,12,0.3103448275862069,60,15,20,20,0.4619124797406807,2.1337579617834397,No,8.598726114649681,2,94
Chicken & Fish,Premium McWrap Southwest Chicken (Grilled Chicken),11.2 oz (318 g),0.2707774798927614,180,0.1694915254237288,31,6.0,32,0.0,80,27,0.36666666666666664,55,0.3722627737226277,18,5,20,10,0.3563218390804598,70,15,20,20,0.4683954619124797,1.6352201257861636,No,9.748427672955975,2,95
Chicken & Fish,Premium McWrap Chicken Sweet Chili (Crispy Chicken),10.7 oz (304 g),0.28150134048257375,200,0.19491525423728814,35,4.5,23,0.0,50,16,0.35,52,0.41605839416058393,20,3,13,14,0.26436781609195403,60,15,8,20,0.44570502431118314,1.7763157894736843,No,7.565789473684211,2,92
Chicken & Fish,Premium McWrap Chicken Sweet Chili (Grilled Chicken),10.3 oz (291 g),0.1957104557640751,90,0.0847457627118644,15,3.0,14,0.0,65,22,0.30277777777777776,45,0.3138686131386861,16,3,13,12,0.3103448275862069,60,15,8,20,0.4246353322528363,1.3058419243986255,No,9.278350515463918,2,93
Chicken & Fish,Chicken McNuggets (4 piece),2.3 oz (65 g),0.09383378016085792,110,0.1016949152542373,18,2.0,10,0.0,25,9,0.1,15,0.05839416058394161,4,1,2,0,0.10344827586206896,0,2,0,2,0.05834683954619125,2.923076923076923,No,13.846153846153847,2,32
Chicken & Fish,Chicken McNuggets (6 piece),3.4 oz (97 g),0.14209115281501342,160,0.15254237288135594,27,3.0,15,0.0,40,13,0.15,22,0.10218978102189782,6,1,4,0,0.14942528735632182,0,2,2,4,0.11021069692058347,2.88659793814433,No,13.402061855670103,2,34
Chicken & Fish,Chicken McNuggets (10 piece),5.7 oz (162 g),0.24396782841823056,270,0.2542372881355932,45,5.0,25,0.0,65,22,0.25,37,0.1897810218978102,10,2,6,0,0.25287356321839083,0,4,2,6,0.21555915721231764,2.9012345679012346,No,13.580246913580247,2,30
Chicken & Fish,Chicken McNuggets (20 piece),11.4 oz (323 g),0.4959785522788204,530,0.5,91,10.0,50,0.0,135,44,0.5,75,0.4014598540145985,20,3,12,0,0.5057471264367817,0,8,4,10,0.4764991896272285,2.9102167182662537,No,13.622291021671826,2,31
Chicken & Fish,Chicken McNuggets (40 piece),22.8 oz (646 g),1.0,1060,1.0,182,20.0,101,1.0,265,89,1.0,150,0.8321167883211679,39,6,24,1,1.0,0,15,8,25,0.9999999999999999,2.9102167182662537,No,13.46749226006192,2,33
Chicken & Fish,Filet-O-Fish,5 oz (142 g),0.20107238605898126,170,0.16101694915254236,29,4.0,19,0.0,40,14,0.1638888888888889,24,0.2554744525547445,13,2,7,5,0.1724137931034483,2,0,15,10,0.18314424635332252,2.7464788732394365,No,10.56338028169014,2,47
Salads,Premium Bacon Ranch Salad (without Chicken),7.9 oz (223 g),0.06702412868632708,70,0.059322033898305086,11,3.5,18,0.0,25,9,0.08333333333333333,13,0.0437956204379562,3,3,12,4,0.10344827586206896,170,30,15,6,0.31442463533225284,0.6278026905829597,No,4.0358744394618835,4,79
Salads,Premium Bacon Ranch Salad with Crispy Chicken,9 oz (255 g),0.1957104557640751,190,0.17796610169491525,33,6.0,29,0.0,70,23,0.2388888888888889,36,0.13138686131386862,7,2,10,5,0.28735632183908044,100,25,15,8,0.36628849270664504,1.4901960784313726,No,9.803921568627452,4,80
Salads,Premium Bacon Ranch Salad with Grilled Chicken,8.5 oz (241 g),0.10991957104557641,80,0.06779661016949153,13,4.0,20,0.0,85,29,0.19166666666666668,29,0.029197080291970802,3,2,10,4,0.3333333333333333,110,30,15,8,0.34359805510534847,0.9128630705394191,No,12.033195020746888,4,81
Salads,Premium Southwest Salad (without Chicken),8.1 oz (230 g),0.06702412868632708,40,0.038135593220338986,7,2.0,9,0.0,10,3,0.041666666666666664,6,0.11678832116788321,7,6,23,6,0.06896551724137931,160,25,15,10,0.32576985413290116,0.6086956521739131,No,2.608695652173913,4,96
Salads,Premium Southwest Salad with Crispy Chicken,12.3 oz (348 g),0.23324396782841825,190,0.1864406779661017,33,4.5,22,0.0,50,17,0.2361111111111111,35,0.2773722627737226,14,7,28,12,0.26436781609195403,170,30,15,15,0.5170178282009724,1.293103448275862,No,6.609195402298851,4,97
Salads,Premium Southwest Salad with Grilled Chicken,11.8 oz (335 g),0.14745308310991959,80,0.06779661016949153,13,2.5,13,0.0,70,23,0.18888888888888888,28,0.17518248175182483,9,7,28,10,0.3103448275862069,170,30,15,15,0.49594813614262556,0.8656716417910447,No,8.059701492537313,4,98
Snacks & Sides,Chipotle BBQ Snack Wrap (Crispy Chicken),4.6 oz (130 g),0.1742627345844504,130,0.1271186440677966,23,4.5,22,0.0,30,11,0.21666666666666667,33,0.24087591240875914,12,1,6,8,0.16091954022988506,4,0,10,10,0.16369529983792544,2.6153846153846154,No,10.76923076923077,6,35
Snacks & Sides,Chipotle BBQ Snack Wrap (Grilled Chicken),4.3 oz (123 g),0.13136729222520108,70,0.06779661016949153,13,3.5,18,0.0,40,14,0.19444444444444445,29,0.1897810218978102,10,1,6,7,0.1839080459770115,4,2,10,10,0.15235008103727712,2.113821138211382,No,13.008130081300814,6,36
Snacks & Sides,Honey Mustard Snack Wrap (Crispy Chicken),4.3 oz (123 g),0.16890080428954424,130,0.1271186440677966,23,4.5,22,0.0,35,11,0.20277777777777778,30,0.21897810218978103,11,1,5,3,0.16091954022988506,2,0,10,10,0.15235008103727712,2.682926829268293,No,11.38211382113821,6,53
Snacks & Sides,Honey Mustard Snack Wrap (Grilled Chicken),4.1 oz (116 g),0.1260053619302949,70,0.06779661016949153,13,3.5,18,0.0,45,14,0.18055555555555555,27,0.1678832116788321,9,1,5,2,0.1839080459770115,2,2,10,10,0.14100486223662884,2.1551724137931036,No,13.793103448275861,6,54
Snacks & Sides,Ranch Snack Wrap (Crispy Chicken),4.5 oz (128 g),0.18498659517426275,180,0.1694915254237288,30,5.0,27,0.0,40,13,0.225,34,0.20437956204379562,11,1,5,3,0.1724137931034483,2,0,10,10,0.16045380875202592,2.8125,No,11.71875,6,103
